2024-03-05;228
2024-03-04;237
2024-03-03;412
2024-03-02;562
2024-03-01;399
2024-02-29;468
2024-02-28;294
2024-02-27;341
2024-02-26;398
2024-02-25;686
2024-02-24;521
2024-02-23;478
2024-02-22;399
2024-02-21;534
2024-02-20;312
2024-02-19;827
2024-02-18;1174
2024-02-17;1287
2024-02-16;925
2024-02-15;972
2024-02-14;906
2024-02-13;850
2024-02-12;782
2024-02-11;445
2024-02-10;1112
2024-02-09;573
2024-02-08;669
2024-02-07;822
2024-02-06;1511
2024-02-05;869
2024-02-04;1290
2024-02-03;597
2024-02-02;652
2024-02-01;863
2024-01-31;844
2024-01-30;998
2024-01-29;684
2024-01-28;1243
2024-01-27;836
2024-01-26;640
2024-01-25;697
2024-01-24;803
2024-01-23;502
2024-01-22;633
2024-01-21;1153
2024-01-20;964
2024-01-19;785
2024-01-18;538
2024-01-17;1018
2024-01-16;889
2024-01-15;405
2024-01-14;778
2024-01-13;1152
2024-01-12;710
2024-01-11;911
2024-01-10;484
2024-01-09;891
2024-01-08;773
2024-01-07;1303
2024-01-06;1012
2024-01-05;250
2024-01-04;987
2024-01-03;548
2024-01-02;995
2024-01-01;753
2023-12-31;742
2023-12-30;1003
2023-12-29;703
2023-12-28;509
2023-12-27;687
2023-12-26;731
2023-12-25;454
2023-12-24;678
2023-12-23;647
2023-12-22;670
2023-12-21;815
2023-12-20;968
2023-12-19;634
2023-12-18;524
2023-12-17;387
2023-12-16;473
2023-12-15;339
2023-12-14;420
2023-12-13;351
2023-12-12;235
2023-12-11;406
2023-12-10;177
2023-12-09;437
2023-12-08;459
2023-12-07;781
2023-12-06;808
2023-12-05;604
2023-12-04;326
2023-12-03;1049
2023-12-02;618
2023-12-01;713
2023-11-30;657
2023-11-29;596
2023-11-28;831
2023-11-27;760
2023-11-26;1135
2023-11-25;693
2023-11-24;287
2023-11-23;742
2023-11-22;700
2023-11-21;796
2023-11-20;600
2023-11-19;1003
2023-11-18;824
2023-11-17;450
2023-11-16;872
2023-11-15;600
2023-11-14;906
2023-11-13;892
2023-11-12;1318
2023-11-11;999
2023-11-10;744
2023-11-09;659
2023-11-08;705
2023-11-07;824
2023-11-06;661
2023-11-05;207
2023-11-04;1091
2023-11-03;568
2023-11-02;783
2023-11-01;785
2023-10-31;377
2023-10-30;536
2023-10-29;580
2023-10-28;1010
2023-10-27;244
2023-10-26;567
2023-10-25;830
2023-10-24;725
2023-10-23;814
2023-10-22;311
2023-10-21;605
2023-10-20;560
2023-10-19;639
2023-10-18;825
2023-10-17;189
2023-10-16;718
2023-10-15;509
2023-10-14;382
2023-10-13;531
2023-10-12;697
2023-10-11;622
2023-10-10;657
2023-10-09;623
2023-10-08;962
2023-10-07;285
2023-10-06;616
2023-10-05;756
2023-10-04;621
2023-10-03;342
2023-10-02;402
2023-10-01;935
2023-09-30;203
2023-09-29;565
2023-09-28;323
2023-09-27;141
2023-09-26;574
2023-09-25;522
2023-09-24;308
2023-09-23;263
2023-09-22;317
2023-09-21;505
2023-09-20;621
2023-09-19;811
2023-09-18;587
2023-09-17;282
2023-09-16;361
2023-09-15;205
2023-09-14;265
2023-09-13;352
2023-09-12;348
2023-09-11;305
2023-09-10;367
2023-09-09;320
2023-09-08;274
2023-09-07;358
2023-09-06;338
2023-09-05;225
2023-09-04;227
2023-09-03;198
2023-09-02;415
2023-09-01;278
2023-08-31;301
2023-08-30;589
2023-08-29;639
2023-08-28;345
2023-08-27;197
2023-08-26;718
2023-08-25;485
2023-08-24;461
2023-08-23;506
2023-08-22;296
2023-08-21;125
2023-08-20;411
2023-08-19;196
2023-08-18;223
2023-08-17;260
2023-08-16;214
2023-08-15;318
2023-08-14;270
2023-08-13;354
2023-08-12;315
2023-08-11;196
2023-08-10;97
2023-08-09;231
2023-08-08;249
2023-08-07;246
2023-08-06;248
2023-08-05;273
2023-08-04;221
2023-08-03;117
2023-08-02;105
2023-08-01;266
2023-07-31;264
2023-07-30;289
2023-07-29;318
2023-07-28;194
2023-07-27;213
2023-07-26;197
2023-07-25;245
2023-07-24;167
2023-07-23;63
2023-07-22;107
2023-07-21;176
2023-07-20;177
2023-07-19;315
2023-07-18;347
2023-07-17;274
2023-07-16;255
2023-07-15;372
2023-07-14;395
2023-07-13;205
2023-07-12;177
2023-07-11;237
2023-07-10;177
2023-07-09;50
2023-07-08;175
2023-07-07;192
2023-07-06;184
2023-07-05;233
2023-07-04;266
2023-07-03;109
2023-07-02;218
2023-07-01;312
2023-06-30;202
