2024-03-05;914
2024-03-04;1033
2024-03-03;295
2024-03-02;305
2024-03-01;1020
2024-02-29;1151
2024-02-28;983
2024-02-27;1164
2024-02-26;1182
2024-02-25;289
2024-02-24;347
2024-02-23;1096
2024-02-22;1107
2024-02-21;1196
2024-02-20;1040
2024-02-19;1122
2024-02-18;316
2024-02-17;360
2024-02-16;680
2024-02-15;682
2024-02-14;783
2024-02-13;749
2024-02-12;694
2024-02-11;153
2024-02-10;248
2024-02-09;516
2024-02-08;492
2024-02-07;789
2024-02-06;273
2024-02-05;600
2024-02-04;312
2024-02-03;161
2024-02-02;551
2024-02-01;717
2024-01-31;707
2024-01-30;688
2024-01-29;613
2024-01-28;287
2024-01-27;204
2024-01-26;458
2024-01-25;547
2024-01-24;619
2024-01-23;436
2024-01-22;438
2024-01-21;236
2024-01-20;185
2024-01-19;480
2024-01-18;438
2024-01-17;550
2024-01-16;593
2024-01-15;365
2024-01-14;206
2024-01-13;243
2024-01-12;393
2024-01-11;474
2024-01-10;388
2024-01-09;500
2024-01-08;466
2024-01-07;219
2024-01-06;241
2024-01-05;113
2024-01-04;261
2024-01-03;223
2024-01-02;167
2024-01-01;156
2023-12-31;92
2023-12-30;142
2023-12-29;129
2023-12-28;105
2023-12-27;125
2023-12-26;100
2023-12-25;110
2023-12-24;91
2023-12-23;113
2023-12-22;235
2023-12-21;354
2023-12-20;420
2023-12-19;427
2023-12-18;470
2023-12-17;96
2023-12-16;216
2023-12-15;425
2023-12-14;539
2023-12-13;469
2023-12-12;335
2023-12-11;643
2023-12-10;87
2023-12-09;187
2023-12-08;415
2023-12-07;357
2023-12-06;526
2023-12-05;449
2023-12-04;260
2023-12-03;158
2023-12-02;154
2023-12-01;450
2023-11-30;484
2023-11-29;580
2023-11-28;565
2023-11-27;609
2023-11-26;190
2023-11-25;208
2023-11-24;266
2023-11-23;547
2023-11-22;581
2023-11-21;618
2023-11-20;533
2023-11-19;222
2023-11-18;190
2023-11-17;94
2023-11-16;530
2023-11-15;583
2023-11-14;584
2023-11-13;656
2023-11-12;262
2023-11-11;239
2023-11-10;644
2023-11-09;596
2023-11-08;757
2023-11-07;771
2023-11-06;808
2023-11-05;120
2023-11-04;389
2023-11-03;647
2023-11-02;776
2023-11-01;870
2023-10-31;644
2023-10-30;800
2023-10-29;269
2023-10-28;379
2023-10-27;503
2023-10-26;683
2023-10-25;882
2023-10-24;741
2023-10-23;334
2023-10-22;147
2023-10-21;241
2023-10-20;856
2023-10-19;867
2023-10-18;963
2023-10-17;416
2023-10-16;1051
2023-10-15;289
2023-10-14;184
2023-10-13;870
2023-10-12;928
2023-10-11;984
2023-10-10;892
2023-10-09;975
2023-10-08;326
2023-10-07;143
2023-10-06;711
2023-10-05;835
2023-10-04;846
2023-10-03;641
2023-10-02;675
2023-10-01;294
2023-09-30;121
2023-09-29;651
2023-09-28;575
2023-09-27;389
2023-09-26;815
2023-09-25;717
2023-09-24;117
2023-09-23;125
2023-09-22;505
2023-09-21;905
2023-09-20;902
2023-09-19;940
2023-09-18;837
2023-09-17;226
2023-09-16;216
2023-09-15;685
2023-09-14;834
2023-09-13;917
2023-09-12;916
2023-09-11;867
2023-09-10;253
2023-09-09;200
2023-09-08;535
2023-09-07;577
2023-09-06;576
2023-09-05;391
2023-09-04;480
2023-09-03;163
2023-09-02;235
2023-09-01;509
2023-08-31;499
2023-08-30;545
2023-08-29;476
2023-08-28;433
2023-08-27;101
2023-08-26;194
2023-08-25;696
2023-08-24;767
2023-08-23;798
2023-08-22;773
2023-08-21;590
2023-08-20;253
2023-08-19;163
2023-08-18;696
2023-08-17;758
2023-08-16;678
2023-08-15;888
2023-08-14;780
2023-08-13;229
2023-08-12;170
2023-08-11;593
2023-08-10;569
2023-08-09;735
2023-08-08;811
2023-08-07;850
2023-08-06;193
2023-08-05;176
2023-08-04;711
2023-08-03;574
2023-08-02;598
2023-08-01;841
2023-07-31;784
2023-07-30;213
2023-07-29;160
2023-07-28;599
2023-07-27;734
2023-07-26;746
2023-07-25;712
2023-07-24;468
2023-07-23;43
2023-07-22;80
2023-07-21;641
2023-07-20;664
2023-07-19;877
2023-07-18;872
2023-07-17;782
2023-07-16;126
2023-07-15;166
2023-07-14;226
2023-07-13;363
2023-07-12;336
2023-07-11;387
2023-07-10;322
2023-07-09;24
2023-07-08;52
2023-07-07;277
2023-07-06;326
2023-07-05;360
2023-07-04;360
2023-07-03;291
2023-07-02;100
2023-07-01;152
2023-06-30;347
2023-06-29;426
2023-06-28;371
2023-06-27;353
2023-06-26;375
2023-06-25;156
2023-06-24;133
2023-06-23;401
2023-06-22;415
2023-06-21;598
2023-06-20;594
2023-06-19;394
2023-06-18;152
2023-06-17;184
2023-06-16;604
2023-06-15;679
2023-06-14;695
2023-06-13;716
2023-06-12;659
2023-06-11;280
2023-06-10;249
2023-06-09;506
2023-06-08;582
2023-06-07;596
2023-06-06;445
2023-06-05;94
2023-06-04;150
2023-06-03;228
2023-06-02;714
2023-06-01;822
2023-05-31;891
2023-05-30;923
2023-05-29;882
2023-05-28;273
2023-05-27;282
2023-05-26;764
2023-05-25;888
2023-05-24;798
2023-05-23;907
2023-05-22;814
2023-05-21;216
2023-05-20;93
2023-05-19;462
2023-05-18;869
2023-05-17;888
2023-05-16;867
2023-05-15;446
2023-05-14;196
2023-05-13;241
2023-05-12;673
2023-05-11;437
2023-05-10;812
2023-05-09;912
2023-05-08;926
2023-05-07;152
2023-05-06;289
2023-05-05;690
2023-05-04;949
2023-05-03;976
2023-05-02;934
2023-05-01;924
2023-04-30;371
2023-04-29;253
2023-04-28;852
2023-04-27;906
2023-04-26;865
2023-04-25;345
2023-04-24;699
2023-04-23;257
2023-04-22;211
2023-04-21;182
2023-04-20;515
2023-04-19;439
2023-04-18;466
2023-04-17;505
2023-04-16;180
2023-04-15;180
2023-04-14;394
2023-04-13;353
2023-04-12;396
2023-04-11;360
2023-04-10;150
2023-04-09;97
2023-04-08;151
2023-04-07;188
2023-04-06;429
2023-04-05;544
2023-04-04;548
2023-04-03;601
2023-04-02;248
2023-04-01;154
2023-03-31;819
2023-03-30;779
2023-03-29;485
2023-03-28;435
2023-03-27;1010
2023-03-26;267
2023-03-25;252
2023-03-24;958
2023-03-23;951
2023-03-22;503
2023-03-21;603
2023-03-20;1039
2023-03-19;305
2023-03-18;301
2023-03-17;840
2023-03-16;1039
2023-03-15;1038
2023-03-14;1134
2023-03-13;496
